row_number,id,year,age,race,sex,education,party_id,religious_activity,ab_any,ab_defect,ab_no_more,ab_health,ab_poor,ab_rape,ab_single,hispanic,party_val
53753,710,2010,54,Black,Female,11,Strong Democrat,6,0,1,0,1,1,1,0,0,-3
53756,713,2010,34,Other,Male,12,Strong Republican,6,1,1,1,1,1,1,1,0,3
53757,714,2010,48,White,Male,15,Not Str Democrat,7,1,1,1,1,1,1,1,1,-2
53760,717,2010,49,White,Male,11,"Ind,Near Dem",1,1,1,1,1,0,1,1,0,-1
53763,720,2010,45,White,Female,19,Strong Republican,4,0,0,0,0,0,0,0,0,3
53764,721,2010,33,White,Male,16,Independent,1,1,1,1,1,1,1,1,0,0
53766,723,2010,61,White,Male,18,Strong Republican,1,1,1,1,1,1,1,0,0,3
53767,724,2010,48,White,Female,19,Strong Democrat,4,1,1,1,1,1,1,1,0,-3
53768,725,2010,50,White,Male,14,Strong Republican,4,1,1,0,1,0,1,0,0,3
53769,726,2010,58,White,Male,18,Strong Democrat,1,0,0,0,1,0,0,0,0,-3
53770,727,2010,43,White,Male,12,"Ind,Near Dem",1,1,1,1,1,1,1,1,0,-1
53774,731,2010,56,Black,Male,20,"Ind,Near Rep",1,0,1,0,1,0,1,0,0,1
53775,732,2010,50,Other,Male,19,"Ind,Near Rep",3,1,1,1,1,1,1,1,0,1
53776,733,2010,83,White,Male,16,Not Str Democrat,3,1,1,1,1,1,1,1,0,-2
53778,735,2010,43,White,Male,20,"Ind,Near Dem",1,1,1,1,1,1,1,1,0,-1
53779,736,2010,31,White,Male,13,"Ind,Near Rep",1,1,1,1,1,1,1,1,1,1
53781,738,2010,32,White,Male,10,Independent,1,1,1,1,1,1,1,1,0,0
53782,739,2010,21,White,Male,11,Independent,1,0,1,1,1,1,1,0,0,0
53784,741,2010,52,Other,Male,15,Not Str Republican,1,0,1,0,1,0,1,0,1,2
53787,744,2010,28,White,Female,14,"Ind,Near Dem",5,1,1,1,1,1,1,1,0,-1
53788,745,2010,65,White,Male,3,Independent,1,1,1,1,1,1,1,1,0,0
53789,746,2010,52,White,Female,12,Strong Democrat,1,1,0,0,1,0,1,1,0,-3
53791,748,2010,83,White,Male,9,Strong Democrat,1,0,0,0,1,0,1,0,0,-3
53792,749,2010,36,Other,Male,16,Independent,1,1,1,1,1,1,1,1,0,0
53794,751,2010,45,White,Male,12,"Ind,Near Dem",3,0,0,0,1,0,1,0,0,-1
53795,752,2010,35,White,Male,15,Not Str Democrat,5,0,1,0,1,1,1,0,0,-2
53800,757,2010,42,White,Female,12,Not Str Democrat,1,0,0,0,0,0,0,0,0,-2
53802,759,2010,38,White,Male,16,Other Party,1,1,1,1,1,1,1,1,1,0
53806,763,2010,63,White,Male,14,"Ind,Near Dem",1,1,1,1,1,1,1,1,0,-1
53807,764,2010,27,White,Male,14,Strong Republican,8,0,0,0,0,0,0,0,0,3
53809,766,2010,24,White,Female,13,Strong Democrat,5,0,0,0,1,0,1,0,0,-3
53811,768,2010,55,White,Female,16,Not Str Democrat,3,1,1,1,1,1,1,1,0,-2
53813,770,2010,20,Other,Female,13,Not Str Democrat,3,1,1,0,1,1,1,1,1,-2
53815,772,2010,45,Black,Female,14,Strong Democrat,1,1,1,1,1,1,1,1,0,-3
53816,773,2010,36,White,Male,14,Not Str Republican,1,1,1,1,1,1,1,1,0,2
53817,774,2010,49,Black,Female,16,Strong Democrat,4,1,1,1,1,1,1,1,0,-3
53818,775,2010,51,White,Female,14,Strong Democrat,1,1,1,1,1,1,1,1,0,-3
53819,776,2010,60,Other,Female,16,Not Str Democrat,3,1,1,1,1,1,1,1,0,-2
53823,780,2010,73,White,Female,12,Strong Republican,1,1,1,1,1,1,1,1,0,3
53827,784,2010,35,White,Female,14,Independent,3,0,1,0,1,0,1,0,0,0
53828,785,2010,53,Black,Female,11,Not Str Democrat,6,0,1,1,1,1,1,0,0,-2
53829,786,2010,72,White,Female,12,Independent,8,0,1,0,1,0,1,0,0,0
53830,787,2010,70,White,Female,14,"Ind,Near Rep",2,0,0,0,0,0,0,0,0,1
53832,789,2010,56,White,Male,16,"Ind,Near Dem",1,1,1,1,1,1,1,1,0,-1
53833,790,2010,62,White,Female,18,"Ind,Near Rep",5,1,1,1,1,1,1,1,0,1
53837,794,2010,51,Black,Female,13,Strong Democrat,6,1,1,1,1,1,1,1,0,-3
53838,795,2010,70,White,Female,12,Not Str Republican,1,1,1,1,1,1,1,1,0,2
53840,797,2010,42,White,Female,17,"Ind,Near Dem",2,0,1,1,1,0,1,0,0,-1
53842,799,2010,49,White,Female,16,Not Str Democrat,1,1,1,1,1,1,1,1,0,-2
53847,804,2010,27,Black,Male,11,Not Str Republican,1,1,1,1,1,0,1,0,0,2
53850,807,2010,60,Other,Male,16,Other Party,1,1,1,1,1,1,1,1,2,0
53851,808,2010,59,White,Male,18,"Ind,Near Rep",3,1,1,1,1,1,1,1,0,1
53852,809,2010,73,White,Female,20,"Ind,Near Rep",4,0,1,0,1,1,1,1,0,1
53854,811,2010,43,White,Female,13,Strong Republican,7,0,0,0,0,0,0,0,0,3
53857,814,2010,76,White,Male,19,Not Str Republican,8,0,1,1,1,1,1,0,0,2
53858,815,2010,52,White,Male,13,Strong Republican,1,0,1,0,1,0,1,0,0,3
53859,816,2010,30,White,Male,16,Strong Democrat,9,1,1,1,1,1,1,1,0,-3
53861,818,2010,76,White,Female,12,"Ind,Near Dem",1,0,0,0,1,0,1,0,0,-1
53863,820,2010,23,Black,Male,12,Independent,5,1,1,1,1,1,1,1,0,0
53865,822,2010,56,White,Male,18,Not Str Democrat,2,1,1,1,1,1,1,1,0,-2
53867,824,2010,25,Other,Female,18,Independent,1,1,1,1,1,1,1,1,0,0
53868,825,2010,29,White,Female,11,"Ind,Near Dem",2,1,1,1,1,1,1,0,0,-1
53871,828,2010,55,White,Male,15,Not Str Republican,3,0,1,0,1,0,1,0,0,2
53872,829,2010,36,Other,Female,6,Independent,4,0,0,1,1,0,0,0,1,0
53876,833,2010,67,White,Male,18,"Ind,Near Rep",2,1,1,1,1,1,1,1,0,1
53877,834,2010,60,White,Male,16,"Ind,Near Rep",4,1,1,1,1,1,1,1,0,1
53878,835,2010,58,White,Female,12,Not Str Republican,4,1,1,1,1,1,1,1,0,2
53880,837,2010,35,White,Male,16,Not Str Republican,5,0,0,0,0,0,0,0,0,2
53882,839,2010,31,White,Female,12,Independent,3,0,0,0,1,0,1,0,0,0
53887,844,2010,41,White,Female,20,Not Str Republican,1,1,1,1,1,1,1,1,0,2
53888,845,2010,49,White,Female,18,Independent,3,0,1,0,1,0,1,0,0,0
53891,848,2010,41,White,Male,17,"Ind,Near Dem",1,0,1,0,1,1,1,1,0,-1
53892,849,2010,55,White,Female,16,Not Str Republican,4,0,0,0,0,0,1,0,0,2
53895,852,2010,61,White,Male,16,Strong Republican,6,0,1,0,1,0,1,0,0,3
53897,854,2010,67,White,Female,20,Strong Democrat,6,0,1,0,1,0,1,0,0,-3
53898,855,2010,42,White,Female,12,Not Str Democrat,1,1,1,1,1,1,1,1,0,-2
53900,857,2010,56,White,Female,11,Not Str Democrat,4,0,1,1,1,1,1,1,0,-2
53901,858,2010,46,Black,Female,11,"Ind,Near Dem",1,1,1,1,1,0,1,0,0,-1
53903,860,2010,84,White,Female,12,Strong Democrat,6,0,1,0,1,0,1,0,0,-3
53905,862,2010,89,White,Male,12,Not Str Republican,1,0,1,0,1,1,1,0,0,2
53906,863,2010,57,White,Female,12,Not Str Republican,3,0,1,0,1,0,0,0,0,2
53909,866,2010,89,White,Female,12,Strong Democrat,1,0,1,1,1,0,1,0,0,-3
53910,867,2010,30,White,Male,15,Not Str Republican,1,0,0,0,1,0,1,0,0,2
53912,869,2010,44,White,Male,12,Independent,2,0,1,0,1,0,1,0,0,0
53913,870,2010,59,White,Female,12,Not Str Democrat,1,1,1,1,1,1,1,1,0,-2
53914,871,2010,71,White,Female,12,Independent,8,0,1,0,1,0,0,0,0,0
53915,872,2010,30,White,Female,12,Not Str Republican,1,1,1,0,1,1,1,0,0,2
53918,875,2010,63,White,Male,14,"Ind,Near Dem",1,0,1,0,1,0,1,0,0,-1
53922,879,2010,52,White,Male,11,"Ind,Near Dem",1,1,1,1,1,1,1,1,0,-1
53927,884,2010,61,White,Male,12,Not Str Republican,1,0,0,0,1,0,1,0,0,2
53930,887,2010,61,White,Male,12,"Ind,Near Rep",5,0,1,1,1,0,1,1,0,1
53932,889,2010,38,White,Male,6,Not Str Republican,1,1,0,0,1,0,1,0,1,2
53935,892,2010,21,White,Male,12,"Ind,Near Rep",1,0,0,0,1,0,1,0,0,1
53938,895,2010,46,White,Male,12,Independent,1,0,1,0,1,0,1,0,0,0
53939,896,2010,22,White,Female,12,Not Str Republican,2,1,1,1,1,0,1,0,0,2
53943,900,2010,59,White,Female,17,Strong Republican,4,1,1,1,1,1,1,1,0,3
53945,902,2010,37,White,Female,14,Strong Democrat,1,0,1,0,1,0,1,0,0,-3
53946,903,2010,29,Black,Female,11,Strong Democrat,3,1,1,1,1,1,1,1,0,-3
53947,904,2010,64,White,Male,18,Independent,3,0,1,0,1,1,1,0,0,0
53949,906,2010,72,White,Male,17,Strong Democrat,7,0,1,1,1,1,1,0,0,-3
53950,907,2010,33,White,Male,19,Not Str Republican,3,0,0,0,0,0,0,0,0,2
53952,909,2010,56,White,Male,12,Strong Republican,1,0,1,0,1,0,1,0,0,3
53953,910,2010,28,White,Female,12,"Ind,Near Rep",1,0,1,0,1,0,1,0,0,1
53954,911,2010,48,White,Female,9,Independent,1,0,1,0,1,0,1,0,1,0
53956,913,2010,43,White,Male,12,Not Str Republican,3,1,1,1,1,1,1,1,0,2
53958,915,2010,30,White,Female,15,"Ind,Near Rep",1,1,1,1,1,1,1,1,0,1
53960,917,2010,60,White,Male,3,Independent,1,1,1,0,1,0,1,1,0,0
53961,918,2010,32,White,Female,12,Not Str Republican,1,1,1,1,1,1,1,1,0,2
53963,920,2010,33,White,Male,12,Independent,1,0,1,0,1,0,1,0,0,0
53964,921,2010,32,White,Female,16,Not Str Republican,6,0,0,0,0,0,0,0,0,2
53966,923,2010,62,White,Female,13,Not Str Republican,1,0,1,0,1,0,0,0,0,2
53967,924,2010,69,White,Male,16,"Ind,Near Dem",5,0,0,0,1,0,1,0,0,-1
53969,926,2010,27,White,Male,12,"Ind,Near Rep",7,0,0,0,0,0,0,0,0,1
53970,927,2010,62,White,Female,12,"Ind,Near Rep",7,0,1,0,1,0,0,0,0,1
53974,931,2010,29,White,Female,19,Strong Democrat,1,1,1,1,1,1,1,1,0,-3
53975,932,2010,61,White,Male,18,Strong Democrat,1,1,1,1,1,1,1,1,0,-3
53979,936,2010,20,White,Male,13,Not Str Republican,5,1,1,1,1,1,1,1,0,2
53981,938,2010,50,White,Male,14,Independent,1,1,1,1,1,1,1,1,0,0
53983,940,2010,57,White,Female,18,"Ind,Near Dem",1,1,1,1,1,1,1,1,0,-1
53984,941,2010,27,White,Male,12,Not Str Republican,3,0,1,0,1,0,1,0,0,2
53986,943,2010,33,White,Female,14,Not Str Democrat,1,0,1,0,1,0,1,0,0,-2
53987,944,2010,59,White,Female,14,Other Party,7,0,1,0,1,0,1,0,0,0
53988,945,2010,31,White,Male,12,Independent,3,0,0,0,1,0,1,0,0,0
53990,947,2010,53,White,Female,14,Independent,3,0,1,0,1,0,1,0,0,0
53992,949,2010,33,White,Female,12,"Ind,Near Rep",3,1,1,1,1,1,1,0,0,1
53994,951,2010,60,White,Female,13,Strong Democrat,1,0,0,0,1,0,1,0,0,-3
53996,953,2010,25,White,Male,9,Strong Republican,3,0,0,0,1,0,1,0,0,3
53997,954,2010,44,White,Female,16,Independent,1,1,1,1,1,1,1,1,0,0
53999,956,2010,26,Other,Male,16,Strong Democrat,1,0,0,0,0,0,1,0,0,-3
54001,958,2010,36,White,Male,12,Strong Republican,3,0,0,0,0,0,0,0,0,3
54003,960,2010,63,White,Female,19,"Ind,Near Dem",1,1,1,1,1,1,1,1,0,-1
54006,963,2010,67,White,Female,14,Not Str Republican,NA,0,1,0,1,1,1,1,0,2
54008,965,2010,25,White,Male,13,Strong Republican,1,0,1,0,1,0,0,0,0,3
54010,967,2010,25,White,Male,12,"Ind,Near Dem",1,0,0,0,1,0,1,0,0,-1
54012,969,2010,47,White,Female,14,Independent,1,0,1,0,1,0,1,1,0,0
54013,970,2010,37,White,Female,12,Independent,1,1,1,0,1,0,1,0,0,0
54015,972,2010,33,White,Female,12,Independent,7,0,0,0,0,0,0,0,0,0
54016,973,2010,61,Other,Female,17,Not Str Republican,7,0,0,0,0,0,0,0,2,2
54017,974,2010,85,White,Female,12,Not Str Democrat,3,0,1,0,1,0,1,0,0,-2
54019,976,2010,36,White,Female,12,"Ind,Near Dem",1,1,1,1,1,1,1,1,0,-1
54021,978,2010,23,White,Male,16,Strong Republican,1,1,1,1,1,1,1,1,0,3
54023,980,2010,32,White,Female,18,Independent,6,0,1,0,1,0,1,0,0,0
54024,981,2010,81,White,Male,12,Not Str Democrat,3,0,1,1,1,0,1,0,0,-2
54025,982,2010,26,White,Male,7,"Ind,Near Rep",1,0,0,0,1,0,0,0,0,1
54026,983,2010,30,White,Female,19,Not Str Republican,1,0,0,0,0,0,1,0,0,2
54027,984,2010,74,White,Female,12,Independent,4,0,0,0,1,0,1,0,0,0
54029,986,2010,63,White,Female,18,"Ind,Near Dem",1,1,1,1,1,1,1,1,0,-1
54032,989,2010,34,White,Female,20,Not Str Republican,1,1,1,1,1,1,1,1,0,2
54033,990,2010,59,Black,Male,18,Strong Republican,3,0,1,0,1,1,1,0,0,3
54034,991,2010,64,White,Female,18,Strong Republican,8,0,1,0,1,0,1,0,0,3
54036,993,2010,75,White,Female,18,Strong Democrat,1,1,1,1,1,1,1,1,0,-3
54038,995,2010,56,White,Female,15,Strong Democrat,1,1,1,1,1,1,1,1,0,-3
54040,997,2010,30,White,Female,18,"Ind,Near Dem",1,0,1,0,1,0,1,0,0,-1
54041,998,2010,21,White,Female,14,Independent,1,0,0,0,1,0,0,0,0,0
54042,999,2010,39,Black,Male,11,Strong Democrat,2,1,1,1,1,1,1,1,0,-3
54045,1002,2010,24,White,Male,12,Not Str Democrat,1,0,1,0,1,0,1,0,0,-2
54047,1004,2010,45,White,Female,13,Not Str Democrat,1,1,1,1,1,1,1,1,0,-2
54048,1005,2010,74,White,Male,13,Not Str Republican,3,0,1,0,1,1,1,0,0,2
54049,1006,2010,27,White,Female,17,Not Str Republican,4,0,1,0,1,0,1,0,0,2
54051,1008,2010,58,White,Female,16,Strong Republican,7,0,1,0,1,0,1,0,0,3
54052,1009,2010,45,White,Male,20,"Ind,Near Rep",3,0,1,0,1,0,1,0,0,1
54053,1010,2010,49,White,Male,18,Not Str Republican,5,1,1,1,1,1,1,1,0,2
54054,1011,2010,51,White,Male,12,"Ind,Near Rep",5,0,0,0,0,0,0,0,0,1
54056,1013,2010,44,White,Male,14,"Ind,Near Rep",8,0,0,0,1,0,1,0,0,1
54057,1014,2010,31,White,Male,13,Independent,1,0,1,0,1,0,1,0,0,0
54060,1017,2010,59,White,Male,13,"Ind,Near Rep",1,0,1,0,1,0,1,0,0,1
54061,1018,2010,33,White,Male,14,Independent,1,1,1,0,1,0,1,0,0,0
54062,1019,2010,36,White,Female,14,Not Str Democrat,1,1,1,1,1,1,1,1,0,-2
54064,1021,2010,77,White,Female,16,Not Str Republican,6,1,1,0,1,0,1,1,0,2
54066,1023,2010,62,White,Female,12,Independent,5,0,0,0,0,0,0,0,1,0
54067,1024,2010,27,White,Female,12,Not Str Democrat,1,1,1,1,1,1,1,1,0,-2
54068,1025,2010,38,White,Male,18,Strong Democrat,1,1,1,1,1,1,1,1,0,-3
54069,1026,2010,31,White,Female,20,Strong Democrat,1,1,1,1,1,1,1,1,0,-3
54071,1028,2010,25,White,Female,14,Independent,1,0,0,1,1,1,1,0,1,0
54073,1030,2010,26,White,Female,15,"Ind,Near Rep",1,0,1,0,1,0,0,0,0,1
54076,1033,2010,63,Black,Male,13,"Ind,Near Dem",8,0,1,0,1,0,1,0,0,-1
54078,1035,2010,51,Black,Female,12,Independent,10,0,0,0,0,0,0,0,0,0
54079,1036,2010,89,White,Male,14,Strong Republican,1,0,1,0,0,0,1,0,0,3
54080,1037,2010,28,White,Female,14,Independent,1,0,1,0,1,0,1,0,0,0
54083,1040,2010,41,Black,Female,18,Strong Democrat,4,0,1,0,1,0,0,0,0,-3
54084,1041,2010,69,White,Female,20,Strong Democrat,1,1,1,1,1,1,1,1,0,-3
54086,1043,2010,58,White,Male,18,Not Str Republican,8,0,0,0,0,0,0,0,0,2
54087,1044,2010,74,White,Female,16,Independent,8,0,1,0,1,0,0,0,0,0
54088,1045,2010,57,White,Female,12,Independent,1,1,1,1,1,1,1,1,0,0
54089,1046,2010,24,White,Female,15,"Ind,Near Dem",1,1,1,1,1,1,1,1,0,-1
54091,1048,2010,52,White,Male,16,Strong Republican,8,0,0,0,0,0,0,0,0,3
54094,1051,2010,64,Black,Female,20,Independent,1,1,1,1,1,1,1,1,0,0
54095,1052,2010,49,White,Male,12,Independent,1,0,1,0,1,0,1,0,0,0
54096,1053,2010,66,White,Female,10,Strong Democrat,1,1,1,1,1,1,1,1,0,-3
54098,1055,2010,65,White,Female,12,Strong Republican,8,0,0,0,1,0,0,0,0,3
54100,1057,2010,25,White,Female,14,Independent,1,0,0,0,0,0,0,0,0,0
54101,1058,2010,43,White,Male,16,Not Str Republican,1,0,1,0,1,0,1,0,0,2
54103,1060,2010,30,White,Female,16,Not Str Republican,4,0,0,0,0,0,0,0,0,2
54105,1062,2010,50,White,Male,17,Not Str Republican,3,0,0,0,1,0,1,0,0,2
54106,1063,2010,41,White,Male,17,"Ind,Near Rep",4,0,1,1,1,0,1,0,0,1
54107,1064,2010,46,White,Female,13,Strong Republican,5,0,0,0,0,0,0,0,0,3
54108,1065,2010,46,White,Female,16,Strong Republican,1,1,1,1,1,1,1,1,0,3
54110,1067,2010,23,White,Female,12,"Ind,Near Dem",1,1,1,1,1,1,1,1,0,-1
54111,1068,2010,25,White,Male,14,Not Str Republican,3,0,0,0,1,0,0,0,0,2
54113,1070,2010,53,White,Male,18,"Ind,Near Dem",8,1,1,1,1,1,1,1,0,-1
54116,1073,2010,29,White,Female,16,Not Str Democrat,1,0,1,0,1,0,1,0,0,-2
54117,1074,2010,62,White,Male,17,"Ind,Near Dem",1,1,1,1,1,1,1,1,0,-1
54119,1076,2010,31,White,Male,16,"Ind,Near Rep",3,0,1,0,1,0,1,0,0,1
54120,1077,2010,25,Black,Female,18,Strong Democrat,4,1,1,1,1,1,1,1,0,-3
54122,1079,2010,87,White,Female,12,Not Str Democrat,1,1,1,1,1,1,1,1,0,-2
54123,1080,2010,26,White,Female,16,Not Str Democrat,1,0,0,0,1,0,1,0,0,-2
54124,1081,2010,46,White,Female,12,Not Str Democrat,3,0,1,0,1,0,1,0,0,-2
54126,1083,2010,53,White,Male,16,Not Str Republican,4,0,0,0,1,0,1,0,0,2
54127,1084,2010,34,White,Female,15,"Ind,Near Dem",1,1,1,1,1,0,1,0,0,-1
54131,1088,2010,27,White,Female,17,Other Party,3,1,1,1,1,1,1,1,0,0
54132,1089,2010,89,White,Female,12,Strong Democrat,8,1,1,1,1,1,1,1,0,-3
54133,1090,2010,43,White,Male,15,Not Str Republican,1,1,1,1,1,1,1,1,0,2
54135,1092,2010,31,Other,Male,17,Not Str Democrat,3,0,0,0,0,0,0,0,0,-2
54137,1094,2010,21,White,Male,11,Independent,2,0,1,0,1,0,0,0,0,0
54139,1096,2010,24,White,Male,16,Not Str Republican,2,0,1,0,1,0,1,0,0,2
54140,1097,2010,47,White,Male,14,Strong Republican,6,0,0,0,0,0,0,0,0,3
54141,1098,2010,21,White,Female,12,"Ind,Near Rep",6,0,0,0,1,0,1,0,0,1
54143,1100,2010,26,White,Female,13,Not Str Democrat,3,0,1,0,1,0,1,0,0,-2
54145,1102,2010,56,White,Male,14,Independent,1,0,1,0,1,0,1,0,0,0
54146,1103,2010,67,White,Female,9,"Ind,Near Dem",2,1,1,1,1,1,1,1,0,-1
54147,1104,2010,43,White,Male,13,Not Str Republican,3,1,1,1,1,1,1,1,0,2
54149,1106,2010,49,White,Male,15,Not Str Democrat,1,0,1,0,1,0,1,0,0,-2
54153,1110,2010,41,White,Male,12,"Ind,Near Rep",4,1,1,1,1,1,1,1,0,1
54157,1114,2010,48,White,Female,12,Not Str Republican,1,0,1,0,1,0,0,0,0,2
54159,1116,2010,23,White,Male,15,Not Str Democrat,1,1,1,1,1,1,1,1,0,-2
54161,1118,2010,46,White,Female,17,Not Str Democrat,3,1,1,1,1,1,1,1,0,-2
54162,1119,2010,26,White,Male,16,"Ind,Near Rep",2,0,1,0,1,0,1,0,0,1
54164,1121,2010,50,White,Male,12,Not Str Democrat,5,0,0,0,1,0,1,0,0,-2
54165,1122,2010,62,White,Female,16,Not Str Democrat,2,1,1,1,1,1,1,1,0,-2
54167,1124,2010,29,White,Female,20,Strong Democrat,1,1,1,1,1,1,1,1,0,-3
54168,1125,2010,62,Other,Female,10,Strong Democrat,8,0,1,0,1,0,0,0,0,-3
54169,1126,2010,22,White,Female,15,Strong Republican,4,1,1,1,1,0,1,0,0,3
54170,1127,2010,35,White,Male,16,Strong Republican,1,1,1,1,1,1,1,1,0,3
54172,1129,2010,69,Black,Male,10,Strong Democrat,3,0,0,0,0,0,0,0,0,-3
54174,1131,2010,66,White,Female,15,Not Str Democrat,8,0,1,1,1,0,1,0,0,-2
54175,1132,2010,50,White,Female,9,Independent,1,0,0,0,0,0,0,0,0,0
54176,1133,2010,23,White,Male,15,"Ind,Near Rep",3,1,1,0,1,0,1,0,0,1
54179,1136,2010,23,Black,Male,11,Not Str Democrat,3,1,1,1,1,1,1,1,0,-2
54181,1138,2010,39,Black,Female,12,Not Str Republican,2,0,0,0,1,0,1,0,0,2
54182,1139,2010,25,Black,Female,12,Independent,3,0,0,0,0,0,0,0,0,0
54184,1141,2010,62,Black,Male,10,Not Str Democrat,1,0,1,1,1,1,1,0,0,-2
54188,1145,2010,80,White,Male,15,Other Party,8,0,0,0,1,0,1,0,0,0
54190,1147,2010,46,White,Male,12,"Ind,Near Dem",3,0,1,0,1,0,1,0,0,-1
54194,1151,2010,24,White,Male,14,Strong Democrat,1,1,1,1,1,1,1,1,0,-3
54197,1154,2010,29,White,Female,14,Not Str Republican,3,1,1,1,1,1,1,1,0,2
54198,1155,2010,42,White,Male,13,"Ind,Near Rep",8,0,1,0,1,1,1,1,0,1
54199,1156,2010,41,Black,Female,20,Not Str Democrat,5,1,1,0,1,0,1,0,0,-2
54201,1158,2010,89,White,Female,12,Not Str Republican,3,1,1,1,1,1,1,1,0,2
54207,1164,2010,36,White,Male,18,Not Str Republican,1,1,1,1,1,1,1,1,0,2
54208,1165,2010,50,White,Male,16,Not Str Republican,4,1,1,1,1,1,1,1,0,2
54212,1169,2010,40,White,Male,16,Not Str Republican,4,0,0,0,1,0,0,0,0,2
54214,1171,2010,58,White,Female,18,Strong Republican,8,0,0,0,1,0,1,0,0,3
54215,1172,2010,51,White,Male,12,Independent,4,1,1,1,1,1,1,1,0,0
54216,1173,2010,57,White,Male,14,"Ind,Near Dem",1,0,1,0,1,0,1,0,0,-1
54217,1174,2010,53,White,Female,15,Strong Democrat,1,1,1,1,1,1,1,1,0,-3
54218,1175,2010,57,White,Male,16,Independent,1,0,1,0,1,0,1,0,0,0
54221,1178,2010,49,White,Female,16,"Ind,Near Rep",3,1,1,1,1,1,1,1,0,1
54223,1180,2010,58,White,Female,13,Independent,1,0,1,0,1,0,0,0,0,0
54224,1181,2010,73,White,Female,16,Strong Republican,NA,0,1,1,1,1,1,1,0,3
54226,1183,2010,46,White,Male,14,Strong Republican,1,0,0,0,0,0,0,0,0,3
54230,1187,2010,85,White,Female,12,Strong Democrat,5,0,1,1,1,1,1,1,0,-3
54231,1188,2010,28,White,Female,12,"Ind,Near Dem",1,1,1,1,1,1,1,1,0,-1
54233,1190,2010,67,White,Male,14,Independent,1,1,1,1,1,1,1,1,0,0
54236,1193,2010,28,Other,Female,13,Strong Democrat,3,1,1,1,1,1,1,1,1,-3
54237,1194,2010,27,Black,Female,10,Strong Democrat,1,0,1,0,1,0,1,0,0,-3
54239,1196,2010,75,Black,Male,10,Strong Democrat,1,0,0,1,0,0,0,0,0,-3
54240,1197,2010,25,Black,Female,12,Not Str Republican,1,1,1,1,1,1,1,0,0,2
54242,1199,2010,29,Black,Female,14,"Ind,Near Dem",1,1,1,1,1,1,1,1,0,-1
54248,1205,2010,64,Black,Female,10,Strong Democrat,8,0,0,0,0,0,0,0,0,-3
54249,1206,2010,47,Black,Female,11,Strong Democrat,8,1,0,0,1,0,0,0,0,-3
54251,1208,2010,32,White,Female,13,"Ind,Near Rep",1,1,1,1,1,1,1,1,0,1
54252,1209,2010,44,White,Female,16,Strong Democrat,1,1,1,1,1,1,1,1,0,-3
54255,1212,2010,54,White,Female,14,"Ind,Near Rep",8,0,0,0,0,0,0,0,0,1
54256,1213,2010,27,White,Female,18,"Ind,Near Rep",4,0,0,0,1,0,1,0,0,1
54258,1215,2010,70,White,Female,18,Independent,4,0,1,0,1,0,1,0,0,0
54260,1217,2010,48,Black,Male,8,Not Str Democrat,1,0,1,0,1,0,1,0,1,-2
54262,1219,2010,42,Black,Male,14,Strong Democrat,1,0,0,0,0,0,1,0,0,-3
54263,1220,2010,34,Black,Female,18,"Ind,Near Dem",1,1,1,1,1,1,1,1,0,-1
54264,1221,2010,62,Black,Male,13,Strong Democrat,1,0,0,0,1,0,0,0,0,-3
54265,1222,2010,58,White,Male,15,"Ind,Near Dem",1,1,1,1,1,1,1,1,0,-1
54266,1223,2010,46,Black,Male,14,Strong Democrat,1,0,0,0,1,0,1,0,0,-3
54267,1224,2010,46,Other,Male,4,Not Str Democrat,8,0,0,0,1,0,0,0,1,-2
54268,1225,2010,37,Black,Female,12,Not Str Democrat,6,1,1,1,1,1,1,0,0,-2
54271,1228,2010,26,White,Female,19,"Ind,Near Rep",1,1,1,1,1,1,1,1,0,1
54274,1231,2010,80,White,Female,12,Not Str Republican,6,1,1,1,1,1,1,1,0,2
54275,1232,2010,48,White,Male,16,Not Str Democrat,1,1,1,1,1,1,1,1,0,-2
54276,1233,2010,71,White,Female,18,Strong Democrat,5,1,1,1,1,1,1,1,0,-3
54280,1237,2010,72,White,Female,16,Independent,8,1,1,0,1,0,1,0,0,0
54281,1238,2010,26,White,Male,17,Not Str Democrat,4,1,1,1,1,1,1,1,0,-2
54282,1239,2010,42,White,Male,19,Strong Republican,7,1,1,1,1,1,1,1,0,3
54284,1241,2010,79,White,Female,16,Strong Democrat,8,0,1,0,1,0,1,0,0,-3
54286,1243,2010,42,White,Male,14,Independent,3,0,1,1,1,1,1,1,0,0
54287,1244,2010,38,Black,Female,14,Strong Democrat,6,0,0,0,1,0,0,0,0,-3
54288,1245,2010,32,Black,Female,15,"Ind,Near Dem",3,1,1,1,1,1,1,1,0,-1
54290,1247,2010,51,White,Female,9,Not Str Democrat,1,1,1,1,1,0,1,0,0,-2
54291,1248,2010,77,Black,Female,9,Independent,1,1,1,1,1,1,1,1,0,0
54293,1250,2010,35,White,Male,16,Not Str Democrat,8,1,1,1,1,1,1,1,0,-2
54294,1251,2010,48,Black,Female,10,Strong Democrat,5,0,0,1,1,1,1,1,0,-3
54295,1252,2010,55,White,Female,12,Not Str Democrat,1,1,1,1,1,1,1,1,0,-2
54296,1253,2010,83,White,Female,12,Not Str Republican,5,1,1,1,1,1,1,1,0,2
54297,1254,2010,44,White,Female,16,Strong Republican,1,1,1,1,1,1,1,1,0,3
54298,1255,2010,44,Black,Female,18,Other Party,6,1,1,0,1,0,1,0,0,0
